employee_id,gender,annual_salary_amount_in_usd,job_experience,job_pay_level,full_or_part_time,hourly_or_salary,job_family_group,job_continent
100612001,Female,32760.0,0,Second Year Associate,Full time,Hourly,Catering,Americas
100616526,Female,67842.86,7,Team Lead,Full time,Salary,Client Strategy,Asia
100888401,Female,50700.0,9,Junior Associate,Full time,Hourly,Catering,Americas
100997161,Female,37909.86,9,Junior Associate,Full time,Salary,Catering,Europe
100897980,Male,76500.0,5,Senior Associate,Full time,Salary,Customer Experience,Americas
100849746,Female,143062.5,9,Manager,Full time,Salary,Patent Law,Americas
100666895,Male,32846.31,9,Manger II,Full time,Salary,Catering,Americas
100327983,Male,52498.5,8,Second Year Associate,Full time,Salary,Technology Services,Americas
100504696,Male,65629.2,14,Team Lead,Full time,Salary,Expansion,Europe
100769805,Male,135000.0,18,Director II,Full time,Salary,Leadership,Americas
100067014,Female,34644.18,2,Junior Associate,Full time,Salary,Catering,Europe
100469687,Male,82500.0,3,Team Lead,Full time,Salary,Technology Services,Americas
100557569,Male,107625.0,7,Senior Associate,Full time,Salary,Technology Services,Americas
100307836,Male,117977.48,13,Manger II,Full time,Salary,Patent Law,Europe
100914809,Female,13091.56,2,Junior Associate,Full time,Salary,Catering,Americas
100570105,Male,48750.0,6,Junior Associate,Full time,Salary,Government Consulting,Americas
100765053,Female,11730.82,2,Second Year Associate,Full time,Salary,Catering,Americas
100311563,Male,60000.0,8,Junior Associate,Full time,Salary,Customer Experience,Americas
100553904,Male,67500.0,23,Junior Associate,Full time,Salary,Client Techology,Americas
100678943,Female,55245.02,9,Senior Associate,Full time,Salary,Expansion,Europe
100184953,Female,73500.0,5,Senior Associate,Full time,Salary,Investment,Americas
100486197,Male,69525.0,9,Senior Associate,Full time,Salary,Client Strategy,Americas
100645144,Female,23751.0,8,Entry Level,Full time,Hourly,Research,Americas
100520322,Male,97500.0,14,Junior Associate,Full time,Salary,Technology Services,Americas
100025847,Female,65250.0,8,Team Lead,Full time,Salary,Catering,Americas
100980571,Male,98437.5,8,Team Lead,Full time,Salary,Customer Experience,Americas
100093912,Male,123750.0,26,Team Lead,Full time,Salary,Expansion,Americas
100233944,Male,60000.0,11,Junior Associate,Full time,Salary,Client Techology,Americas
100800368,Female,120000.0,17,Team Lead,Full time,Salary,Technology Services,Americas
100405842,Female,57000.0,9,Junior Associate,Full time,Salary,Client Strategy,Americas
100811299,Female,67500.0,8,Senior Associate,Full time,Salary,Customer Experience,Americas
100691057,Female,84000.0,7,Team Lead,Full time,Salary,Strategy,Americas
100883331,Male,225000.0,20,Sr Manager,Full time,Salary,Technology Services,Americas
100111312,Male,57750.0,17,Senior Associate,Full time,Salary,Customer Experience,Americas
100909646,Male,300000.0,20,Director,Full time,Salary,Technology Services,Americas
100668981,Female,97500.0,16,Manager,Full time,Salary,Client Strategy,Americas
100467214,Female,25911.6,3,Entry Level,Full time,Hourly,Research,Americas
100834995,Female,46849.59,8,Junior Associate,Full time,Salary,Client Strategy,Oceania
100999981,Female,11730.82,2,Second Year Associate,Full time,Salary,Client Strategy,Americas
100897476,Female,12077.12,4,Junior Associate,Full time,Salary,Customer Experience,Americas
100414604,Male,94500.0,15,Team Lead,Full time,Salary,Technology Services,Americas
100894429,Male,48750.0,6,Junior Associate,Full time,Salary,Catering,Americas
100537629,Male,225000.0,8,Sr Manager,Full time,Salary,Pricing Analytics,Americas
100754087,Female,60000.0,24,Team Lead,Full time,Salary,Catering,Americas
100042339,Female,101250.0,12,Manager,Full time,Salary,Strategy,Americas
100914724,Male,58500.0,4,Second Year Associate,Full time,Salary,Investment,Americas
100471952,Male,46575.0,1,Junior Associate,Full time,Salary,Expansion,Americas
100721703,Female,67500.0,9,Senior Associate,Full time,Salary,Client Strategy,Americas
100448002,Male,25911.6,12,Entry Level,Full time,Hourly,Research,Americas
100680921,Female,134997.0,7,Manger II,Full time,Salary,Technology Services,Americas
100846320,Male,84803.58,15,Team Lead,Full time,Salary,Expansion,Asia
100070029,Male,51498.11,7,Junior Associate,Full time,Salary,Strategy,Europe
100789206,Male,30828.61,6,Team Lead,Full time,Salary,Client Strategy,Americas
100209888,Male,93750.0,4,Team Lead,Full time,Salary,Strategy,Americas
100481812,Female,56250.0,6,Second Year Associate,Full time,Salary,Technology Services,Americas
100501197,Female,33754.67,6,Second Year Associate,Full time,Salary,Client Strategy,Europe
100801700,Male,65543.04,7,Senior Associate,Full time,Salary,Client Strategy,Europe
100505342,Male,75000.0,8,Junior Associate,Full time,Salary,Technology Services,Americas
100240562,Female,94500.0,12,Manager,Full time,Salary,Client Strategy,Americas
100337710,Female,60547.5,15,Junior Associate,Full time,Salary,Investment,Americas
100870060,Female,43200.0,3,Junior Associate,Full time,Salary,Catering,Americas
100228745,Female,32771.53,13,Junior Associate,Full time,Salary,Investment,Europe
100902669,Female,36720.0,10,Junior Associate,Full time,Salary,Catering,Americas
100845089,Female,37067.41,5,Junior Associate,Full time,Salary,Catering,Europe
100008295,Male,8473.81,30,Second Year Associate,Full time,Salary,Expansion,Americas
100914461,Female,75000.0,8,Senior Associate,Full time,Salary,R&D,Americas
100496053,Female,57000.0,6,Second Year Associate,Full time,Salary,Investment,Americas
100648773,Male,40170.0,21,Junior Associate,Full time,Hourly,Research,Americas
100494410,Male,131159.12,14,Manger II,Full time,Salary,Technology Services,Europe
100288548,Male,225000.0,16,Manger II,Full time,Salary,Client Strategy,Americas
100097063,Female,24102.0,5,Entry Level,Full time,Hourly,Research,Americas
100837820,Male,54847.5,6,Junior Associate,Full time,Salary,Expansion,Americas
100456755,Male,120000.0,5,Junior Associate,Full time,Salary,Technology Services,Americas
100486266,Female,43875.0,1,Entry Level,Full time,Salary,Investment,Americas
100903999,Male,51480.0,20,Junior Associate,Full time,Hourly,Research,Americas
100262628,Male,131250.0,8,Senior Associate,Full time,Salary,Technology Services,Americas
100087070,Male,116250.0,6,Manager,Full time,Salary,Client Strategy,Americas
100239989,Male,23400.0,2,Entry Level,Full time,Hourly,Research,Americas
100137359,Male,21422.56,7,Junior Associate,Full time,Salary,Expansion,Americas
100086859,Male,46500.0,0,Junior Associate,Full time,Salary,Client Strategy,Americas
100538778,Male,131249.25,12,Manager,Full time,Salary,Technology Services,Americas
100112083,Male,318750.0,23,Director,Full time,Salary,Technology Services,Americas
100197754,Female,176250.0,16,Sr Manager,Full time,Salary,Pricing Analytics,Americas
100214677,Female,43875.0,11,Entry Level,Full time,Salary,Investment,Americas
100042863,Female,111872.61,13,Manager,Full time,Salary,Pricing Analytics,Europe
100326356,Male,138750.0,11,Manger II,Full time,Salary,Expansion,Americas
100804499,Female,146250.0,31,Manger II,Full time,Salary,Technology Services,Americas
100119236,Female,25910.82,13,Entry Level,Full time,Hourly,Research,Americas
100337930,Male,55500.0,9,Junior Associate,Full time,Salary,Client Techology,Americas
100465329,Female,15709.88,11,Senior Associate,Full time,Salary,Client Strategy,Americas
100023736,Female,37453.17,3,Junior Associate,Full time,Salary,Government Consulting,Europe
100043400,Male,25911.6,19,Entry Level,Full time,Hourly,Research,Americas
100101494,Female,108750.0,8,Manger II,Full time,Salary,Government Consulting,Americas
100346748,Male,72753.38,10,Team Lead,Full time,Salary,Client Techology,Americas
100864251,Male,108750.0,19,Junior Associate,Full time,Salary,Technology Services,Americas
100990744,Male,195000.0,14,Manager,Full time,Salary,Technology Services,Americas
100761835,Female,28401.21,23,Entry Level,Full time,Salary,Client Strategy,Asia
100275261,Female,34644.18,3,Junior Associate,Full time,Salary,Catering,Europe
100745435,Female,52500.0,6,Team Lead,Full time,Salary,Catering,Americas
100163135,Female,32101.26,8,Second Year Associate,Full time,Salary,Investment,Asia
100271775,Male,118125.0,14,Manager,Full time,Salary,Investment,Americas
100703816,Male,71250.0,9,Senior Associate,Full time,Salary,Client Strategy,Americas
100121234,Female,59863.37,9,Manager,Full time,Salary,IPO Strategy,Oceania
100073962,Female,28875.0,0,Entry Level,Full time,Salary,Client Strategy,Americas
100115535,Male,43875.0,2,Junior Associate,Full time,Salary,Catering,Americas
100641310,Female,34644.18,3,Junior Associate,Full time,Salary,Catering,Europe
100063312,Female,11408.0,8,Junior Associate,Full time,Salary,Expansion,Americas
100299782,Female,21840.0,1,Entry Level,Full time,Hourly,Research,Americas
100972482,Male,93632.92,20,Manager,Full time,Salary,Customer Experience,Europe
100665834,Female,101250.0,6,Senior Associate,Full time,Salary,Technology Services,Americas
100719734,Male,101250.0,20,Manager,Full time,Salary,Government Consulting,Americas
100208539,Female,52839.0,11,Team Lead,Full time,Salary,Catering,Americas
100107523,Male,67500.0,5,Junior Associate,Full time,Salary,Investment,Americas
100640166,Male,187500.0,22,Manger II,Full time,Salary,Technology Services,Americas
100173875,Male,142503.75,8,Manger II,Full time,Salary,R&D,Americas
100409122,Female,29519.14,2,Junior Associate,Full time,Salary,Catering,Europe
100522745,Male,50546.47,11,Team Lead,Full time,Salary,Client Strategy,Europe
100219035,Male,86250.0,15,Senior Associate,Full time,Salary,Customer Experience,Americas
100141225,Male,40170.0,11,Entry Level,Full time,Hourly,Investment,Americas
100114030,Male,315000.0,13,Director,Full time,Salary,Technology Services,Americas
100041947,Female,25911.6,14,Entry Level,Full time,Hourly,Research,Americas
100715923,Male,75000.0,13,Junior Associate,Full time,Salary,Customer Experience,Americas
100050461,Female,89251.5,14,Team Lead,Full time,Salary,Investment,Americas
100341168,Male,75000.0,13,Junior Associate,Full time,Salary,Customer Experience,Americas
100012423,Male,116250.0,9,Junior Associate,Full time,Salary,Technology Services,Americas
100547721,Male,22620.0,5,Junior Associate,Part time,Hourly,Government Consulting,Americas
100755656,Male,40560.0,23,Junior Associate,Full time,Hourly,Research,Americas
100926241,Female,30677.4,6,Second Year Associate,Full time,Hourly,Catering,Americas
100102997,Female,33750.0,2,Junior Associate,Full time,Salary,Catering,Americas
100259136,Female,71250.0,6,Team Lead,Full time,Salary,Client Strategy,Americas
100480517,Female,60000.0,8,Entry Level,Full time,Salary,Expansion,Americas
100477300,Male,86250.0,10,Senior Associate,Full time,Salary,Client Strategy,Americas
100636573,Female,58202.55,5,Team Lead,Full time,Salary,Catering,Americas
100818439,Female,71250.0,6,Senior Associate,Full time,Salary,Client Strategy,Americas
100429154,Female,45678.43,19,Team Lead,Full time,Salary,Customer Experience,Americas
100599012,Male,86044.61,12,Manger II,Full time,Salary,Customer Experience,Asia
100209321,Male,209992.5,22,Manger II,Full time,Salary,Technology Services,Americas
100963279,Male,176250.0,20,Sr Manager,Full time,Salary,Pricing Analytics,Americas
100234522,Male,64500.0,4,Junior Associate,Full time,Salary,Expansion,Americas
100712376,Male,187500.0,22,Manger II,Full time,Salary,Client Strategy,Americas
100845022,Male,228750.0,27,Manger II,Full time,Salary,Technology Services,Americas
100834727,Male,165000.75,11,Manager,Full time,Salary,Patent Law,Americas
100667462,Male,129756.0,17,Manger II,Full time,Salary,Client Strategy,Americas
100339533,Male,131250.0,12,Senior Associate,Full time,Salary,Technology Services,Americas
100847501,Female,46334.27,4,Senior Associate,Full time,Salary,Client Strategy,Europe
100868910,Male,162225.0,14,Manger II,Full time,Salary,Technology Services,Americas
100279892,Male,73575.0,8,Senior Associate,Full time,Salary,Client Strategy,Americas
100212315,Male,88500.0,9,Senior Associate,Full time,Salary,Technology Services,Americas
100184329,Male,157500.0,8,Senior Associate,Full time,Salary,Technology Services,Americas
100826876,Female,93619.95,2,Senior Associate,Full time,Salary,Technology Services,Europe
100517005,Male,67500.0,2,Team Lead,Full time,Salary,Expansion,Americas
100791783,Male,76779.0,6,Team Lead,Full time,Salary,Investment,Europe
100468564,Female,16661.99,7,Junior Associate,Full time,Salary,Client Strategy,Americas
100972856,Female,31200.0,2,Second Year Associate,Full time,Hourly,Catering,Americas
100743838,Male,67500.0,8,Junior Associate,Full time,Salary,Expansion,Americas
100018114,Male,195000.0,23,Manager,Full time,Salary,Technology Services,Americas
100288519,Male,25911.6,17,Entry Level,Full time,Hourly,Research,Americas
100519118,Male,153750.0,11,Sr Manager,Full time,Salary,Expansion,Americas
100676180,Male,67500.0,4,Junior Associate,Full time,Salary,Pricing Analytics,Americas
100449061,Male,31200.0,7,Second Year Associate,Full time,Hourly,Catering,Americas
100862481,Male,86250.0,19,Senior Associate,Full time,Salary,Customer Experience,Americas
100757492,Female,150000.0,7,Senior Associate,Full time,Salary,Technology Services,Americas
100918927,Male,57165.0,6,Junior Associate,Full time,Salary,Client Techology,Americas
100214427,Female,48750.0,1,Junior Associate,Full time,Salary,Catering,Americas
100707855,Female,98314.57,11,Team Lead,Full time,Salary,Expansion,Europe
100914057,Female,25910.82,14,Entry Level,Full time,Hourly,Research,Americas
100410911,Female,102996.22,15,Manger II,Full time,Salary,Graphic Design,Europe
100072778,Male,77250.0,15,Senior Associate,Full time,Salary,Customer Experience,Americas
100852062,Male,37909.86,8,Team Lead,Full time,Salary,Catering,Europe
100687963,Female,59569.34,16,Team Lead,Full time,Salary,Technology Services,Asia
100109565,Male,65981.25,4,Junior Associate,Full time,Salary,Expansion,Americas
100380104,Male,168750.0,14,Director,Full time,Salary,Client Strategy,Americas
100031950,Female,108750.0,6,Junior Associate,Full time,Salary,Technology Services,Americas
100556571,Female,39562.5,5,Junior Associate,Full time,Salary,Catering,Americas
100914894,Female,60000.0,25,Junior Associate,Full time,Salary,Government Consulting,Americas
100225438,Female,71250.0,5,Senior Associate,Full time,Salary,R&D,Americas
100656413,Male,78750.0,5,Team Lead,Full time,Salary,Strategy,Americas
100572388,Male,25911.52,20,Entry Level,Full time,Hourly,Research,Americas
100620117,Female,71400.0,8,Manger II,Full time,Salary,Catering,Americas
100147777,Male,23461.65,6,Senior Associate,Full time,Salary,Catering,Americas
100262998,Male,154500.0,14,Team Lead,Full time,Salary,Technology Services,Americas
100401190,Male,57260.61,5,Team Lead,Full time,Salary,Pricing Analytics,Oceania
100168526,Male,750000.0,29,Director II,Full time,Salary,Leadership,Americas
100548782,Male,47239.92,6,Junior Associate,Full time,Hourly,Research,Americas
100602327,Female,67500.0,8,Senior Associate,Full time,Salary,Government Consulting,Americas
100536939,Female,92493.0,10,Team Lead,Full time,Salary,Graphic Design,Americas
100263433,Male,31290.29,5,Junior Associate,Full time,Salary,Catering,Europe
100972741,Female,19144.71,5,Junior Associate,Full time,Salary,Expansion,Americas
100120032,Male,70875.0,4,Team Lead,Full time,Salary,Client Strategy,Americas
100322186,Male,72000.0,9,Senior Associate,Full time,Salary,Customer Experience,Americas
100202250,Female,50546.47,7,Senior Associate,Full time,Salary,Client Strategy,Europe
100313014,Female,73500.0,6,Junior Associate,Full time,Salary,Investment,Americas
100727969,Male,146250.0,28,Manger II,Full time,Salary,Expansion,Americas
100666702,Male,61027.5,9,Team Lead,Full time,Salary,Catering,Americas
100899303,Male,80514.0,10,Junior Associate,Full time,Salary,R&D,Americas
100755218,Female,108750.0,13,Team Lead,Full time,Salary,Technology Services,Americas
100962538,Female,123600.0,13,Team Lead,Full time,Salary,Technology Services,Americas
100228084,Female,28080.0,2,Second Year Associate,Full time,Hourly,Catering,Americas
100548104,Male,105000.0,6,Senior Associate,Full time,Salary,Technology Services,Americas
100680417,Male,105000.0,10,Manager,Full time,Salary,Client Strategy,Americas
100401769,Male,116250.0,7,Team Lead,Full time,Salary,R&D,Americas
100783365,Male,131250.0,8,Manager,Full time,Salary,Investment,Americas
100548381,Female,30529.2,2,Second Year Associate,Full time,Hourly,Catering,Americas
100189493,Female,56250.0,6,Junior Associate,Full time,Salary,Client Strategy,Americas
100072614,Male,99034.72,27,Manager,Full time,Salary,Technology Services,Europe
100529801,Female,23400.0,14,Entry Level,Full time,Hourly,Catering,Americas
100684271,Female,73033.68,9,Manager,Full time,Salary,Graphic Design,Europe
100452760,Female,50700.0,2,Junior Associate,Full time,Hourly,Patent Law,Americas
100307737,Female,45000.0,9,Junior Associate,Full time,Salary,Government Consulting,Americas
100430941,Male,34890.0,5,Junior Associate,Full time,Salary,Client Strategy,Americas
100772347,Female,153750.0,9,Team Lead,Full time,Salary,Technology Services,Americas
100767726,Male,187500.0,39,Director,Full time,Salary,Research,Americas
100938361,Female,48750.0,19,Senior Associate,Full time,Salary,Investment,Americas
100174153,Female,54862.5,10,Team Lead,Full time,Salary,Strategy,Americas
100301552,Male,141960.0,15,Manager,Full time,Salary,Technology Services,Americas
100922493,Male,162225.0,11,Team Lead,Full time,Salary,Technology Services,Americas
100913450,Male,78750.0,2,Team Lead,Full time,Salary,Research,Americas
100075024,Male,127500.0,15,Senior Associate,Full time,Salary,Technology Services,Americas
100914320,Female,37909.86,3,Junior Associate,Full time,Salary,Catering,Europe
100960852,Male,142500.0,12,Team Lead,Full time,Salary,Technology Services,Americas
100711425,Female,35683.51,8,Junior Associate,Full time,Salary,Catering,Europe
100872892,Male,58005.48,24,Second Year Associate,Full time,Salary,Client Techology,Americas
100795350,Male,90000.0,24,Team Lead,Full time,Salary,Expansion,Americas
100146366,Female,45000.0,7,Second Year Associate,Full time,Salary,Customer Experience,Americas
100186852,Male,45240.0,15,Junior Associate,Full time,Hourly,Research,Americas
100098315,Male,54075.0,5,Team Lead,Full time,Salary,Client Strategy,Americas
100002239,Male,112498.88,9,Manger II,Full time,Salary,Strategy,Americas
100350041,Male,25749.05,3,Second Year Associate,Full time,Salary,Catering,Europe
100734995,Female,45000.0,3,Second Year Associate,Full time,Salary,Strategy,Americas
100594002,Female,32274.16,4,Junior Associate,Full time,Salary,Catering,Oceania
100337856,Female,86250.0,9,Team Lead,Full time,Salary,Graphic Design,Americas
100844231,Male,88837.5,6,Junior Associate,Full time,Salary,Technology Services,Americas
100175119,Female,111000.0,7,Junior Associate,Full time,Salary,Technology Services,Americas
100652439,Female,101250.0,7,Senior Associate,Full time,Salary,Technology Services,Americas
100556154,Female,135000.0,27,Manager,Full time,Salary,Investment,Americas
100189470,Female,42375.0,2,Junior Associate,Full time,Salary,Catering,Americas
100050029,Male,94885.09,20,Senior Associate,Full time,Salary,Expansion,Europe
100754258,Male,103595.2,10,Director,Full time,Salary,Leadership,Americas
100008517,Female,138750.0,11,Manager,Full time,Salary,Technology Services,Americas
100088511,Male,39000.0,14,Junior Associate,Full time,Hourly,Research,Americas
100080619,Male,60000.0,4,Junior Associate,Full time,Salary,Technology Services,Americas
100580324,Female,126404.45,13,Manger II,Full time,Salary,Pricing Analytics,Europe
100659875,Female,86250.0,8,Team Lead,Full time,Salary,R&D,Americas
100293022,Female,29519.14,4,Junior Associate,Full time,Salary,Catering,Europe
100842755,Male,82500.0,4,Senior Associate,Full time,Salary,Investment,Americas
100750360,Female,25910.98,18,Entry Level,Full time,Hourly,Research,Americas
100675182,Female,84375.0,6,Team Lead,Full time,Salary,Client Strategy,Americas
100946061,Male,231750.0,18,Director,Full time,Salary,Expansion,Americas
100709323,Female,51626.77,16,Senior Associate,Full time,Salary,R&D,Asia
100229520,Male,172507.5,10,Sr Manager,Full time,Salary,Strategy,Americas
100668808,Male,206250.0,14,Director,Full time,Salary,Investment,Americas
100490337,Male,67500.0,8,Team Lead,Full time,Salary,Government Consulting,Americas
100237470,Female,61875.0,7,Entry Level,Full time,Salary,Investment,Americas
100587502,Female,33742.8,8,Second Year Associate,Full time,Hourly,Catering,Americas
100650662,Female,80325.0,13,Senior Associate,Full time,Salary,Strategy,Americas
100565986,Male,337500.0,19,Director II,Full time,Salary,Graphic Design,Americas
100558283,Male,48750.0,6,Junior Associate,Full time,Salary,Government Consulting,Americas
100833624,Male,270375.0,22,Director II,Full time,Salary,Leadership,Americas
100217390,Female,46500.0,4,Junior Associate,Full time,Salary,Catering,Americas
100385827,Female,82500.0,17,Team Lead,Full time,Salary,Patent Law,Americas
100868508,Male,30898.87,1,Junior Associate,Full time,Salary,Client Strategy,Europe
100054732,Female,42750.0,2,Junior Associate,Full time,Salary,Catering,Americas
100505957,Female,67500.0,7,Senior Associate,Full time,Salary,Client Strategy,Americas
100316510,Male,168750.0,15,Sr Manager,Full time,Salary,Research,Americas
100058575,Female,55598.06,7,Manager,Full time,Salary,Catering,Asia
100422335,Male,80325.0,9,Team Lead,Full time,Salary,Customer Experience,Americas
100179291,Female,11574.1,1,Entry Level,Full time,Salary,Catering,Americas
100627363,Female,18365.78,8,Junior Associate,Full time,Salary,Catering,Americas
100211716,Female,57165.0,6,Second Year Associate,Full time,Salary,Strategy,Americas
100264617,Female,27846.0,3,Second Year Associate,Full time,Hourly,Catering,Americas
100050774,Female,34644.18,3,Junior Associate,Full time,Salary,Catering,Europe
100796955,Female,13859.74,9,Junior Associate,Full time,Salary,Customer Experience,Americas
100210169,Female,30529.2,21,Entry Level,Full time,Hourly,Research,Americas
100143935,Male,108150.0,5,Team Lead,Full time,Salary,Strategy,Americas
100420704,Female,69750.0,11,Team Lead,Full time,Salary,IPO Strategy,Americas
100392097,Female,29485.45,16,Second Year Associate,Full time,Salary,Catering,Europe
100019838,Male,206250.0,27,Manger II,Full time,Salary,Pricing Analytics,Americas
100667797,Male,112500.0,16,Manger II,Full time,Salary,Customer Experience,Americas
100172968,Male,76500.0,6,Team Lead,Full time,Salary,Client Strategy,Americas
100773072,Female,45574.24,10,Team Lead,Full time,Salary,Catering,Oceania
100594647,Male,67500.0,6,Junior Associate,Full time,Salary,Customer Experience,Americas
100116637,Male,129975.0,14,Team Lead,Full time,Salary,Technology Services,Americas
100439656,Male,37502.4,37,Junior Associate,Full time,Hourly,Research,Americas
100246635,Male,115875.0,12,Senior Associate,Full time,Salary,Technology Services,Americas
100870909,Female,55125.0,3,Junior Associate,Full time,Salary,Customer Experience,Americas
100167958,Female,52500.0,10,Team Lead,Full time,Salary,Catering,Americas
100787007,Female,45000.0,2,Junior Associate,Full time,Salary,Client Strategy,Americas
100344637,Male,42465.15,26,Second Year Associate,Full time,Hourly,Catering,Americas
100684738,Male,51000.0,6,Junior Associate,Full time,Salary,Client Strategy,Americas
100288111,Female,45000.0,9,Junior Associate,Full time,Salary,Catering,Americas
100627678,Male,44496.0,5,Junior Associate,Full time,Salary,Catering,Americas
100931991,Male,75000.0,4,Junior Associate,Full time,Salary,Client Strategy,Americas
100758425,Female,51498.11,22,Team Lead,Full time,Salary,Customer Experience,Europe
100269115,Male,61945.57,11,Senior Associate,Full time,Salary,Client Strategy,Oceania
100094305,Male,56179.76,27,Junior Associate,Full time,Salary,Expansion,Europe
100452163,Male,37909.86,15,Junior Associate,Full time,Salary,Catering,Europe
100375181,Female,34320.0,5,Second Year Associate,Full time,Hourly,Catering,Americas
100679528,Male,56179.76,30,Junior Associate,Full time,Salary,Customer Experience,Europe
100935397,Female,37174.8,3,Second Year Associate,Full time,Hourly,Catering,Americas
100972313,Female,52260.0,2,Junior Associate,Full time,Hourly,Catering,Americas
100127013,Female,82498.5,13,Senior Associate,Full time,Salary,Technology Services,Americas
100574981,Male,84269.63,16,Team Lead,Full time,Salary,Client Strategy,Europe
100603743,Female,25910.98,12,Entry Level,Full time,Hourly,Research,Americas
100352014,Female,21840.0,11,Entry Level,Full time,Hourly,Catering,Americas
100862690,Male,54307.1,18,Team Lead,Full time,Salary,Client Strategy,Europe
100986491,Female,48000.0,10,Second Year Associate,Full time,Salary,Client Strategy,Americas
100435329,Female,36403.49,5,Junior Associate,Full time,Salary,Customer Experience,Asia
100883313,Female,78750.0,4,Junior Associate,Full time,Salary,Technology Services,Americas
100940509,Male,60000.0,5,Junior Associate,Full time,Salary,Client Strategy,Americas
100430624,Male,206250.0,42,Director,Full time,Salary,Strategy,Americas
100008386,Male,81112.5,9,Senior Associate,Full time,Salary,Client Techology,Americas
100141770,Female,48750.0,5,Junior Associate,Full time,Salary,Catering,Americas
100166011,Male,86250.0,32,Team Lead,Full time,Salary,Strategy,Americas
100925219,Male,25911.6,33,Entry Level,Full time,Hourly,Research,Americas
100289381,Female,60000.0,8,Junior Associate,Full time,Salary,Strategy,Americas
100366663,Male,25910.82,13,Entry Level,Full time,Hourly,Research,Americas
100282643,Female,93750.0,6,Manger II,Full time,Salary,R&D,Americas
100506321,Male,65981.25,9,Senior Associate,Full time,Salary,Expansion,Americas
100776890,Male,262500.0,19,Director,Full time,Salary,Client Strategy,Americas
100974488,Male,28875.0,1,Entry Level,Full time,Salary,Client Strategy,Americas
100535757,Female,48750.0,1,Junior Associate,Full time,Salary,Government Consulting,Americas
100743401,Male,50212.5,4,Junior Associate,Full time,Salary,Client Strategy,Americas
100144237,Female,29640.0,1,Second Year Associate,Full time,Hourly,Catering,Americas
100756055,Male,101250.0,8,Team Lead,Full time,Salary,R&D,Americas
100520817,Male,75612.75,6,Senior Associate,Full time,Salary,Expansion,Americas
100140941,Female,64500.0,6,Junior Associate,Full time,Salary,Customer Experience,Americas
100225008,Female,41250.0,2,Second Year Associate,Full time,Salary,Graphic Design,Americas
100494796,Male,48750.0,2,Junior Associate,Full time,Salary,Client Strategy,Americas
100431251,Male,375000.0,14,VP,Full time,Salary,Patent Law,Americas
100620399,Male,93632.92,24,Manger II,Full time,Salary,Catering,Europe
100640621,Male,45000.0,9,Junior Associate,Full time,Salary,Government Consulting,Americas
100649528,Male,105000.0,7,Senior Associate,Full time,Salary,Technology Services,Americas
100762276,Male,85181.25,5,Team Lead,Full time,Salary,Strategy,Americas
100006131,Female,48750.0,6,Second Year Associate,Full time,Salary,Government Consulting,Americas
100628545,Female,67500.0,5,Junior Associate,Full time,Salary,Client Strategy,Americas
100659874,Male,45880.13,13,Junior Associate,Full time,Salary,Expansion,Europe
100695175,Female,52164.0,9,Team Lead,Full time,Salary,Catering,Americas
100736433,Male,106050.0,10,Senior Associate,Full time,Salary,Technology Services,Americas
100502293,Female,48000.0,4,Junior Associate,Full time,Salary,Catering,Americas
100893668,Male,108000.0,14,Team Lead,Full time,Salary,Client Strategy,Americas
100103882,Male,100912.5,8,Team Lead,Full time,Salary,Technology Services,Americas
100135461,Female,75000.0,7,Second Year Associate,Full time,Salary,Technology Services,Americas
100100298,Female,37500.0,4,Junior Associate,Full time,Salary,Catering,Americas
100390912,Female,67500.0,8,Second Year Associate,Full time,Salary,Technology Services,Americas
100520528,Female,16860.34,8,Senior Associate,Full time,Salary,Strategy,Americas
100023503,Female,56250.0,8,Second Year Associate,Full time,Salary,Customer Experience,Americas
100936178,Male,71370.75,12,Senior Associate,Full time,Salary,Client Strategy,Europe
100890279,Male,206250.0,11,Director,Full time,Salary,Investment,Americas
100800506,Male,88951.28,13,Team Lead,Full time,Salary,Expansion,Europe
100196212,Male,35683.51,9,Junior Associate,Full time,Salary,Catering,Europe
100503680,Female,59305.5,8,Team Lead,Full time,Salary,Catering,Americas
100849261,Female,25911.6,2,Entry Level,Full time,Hourly,Research,Americas
100757517,Female,52500.0,2,Second Year Associate,Full time,Salary,Customer Experience,Americas
100546018,Male,52500.0,5,Junior Associate,Full time,Hourly,Client Techology,Americas
100936383,Male,157500.0,15,Manager,Full time,Salary,Technology Services,Americas
100652912,Female,57865.15,7,Team Lead,Full time,Salary,Customer Experience,Europe
100915607,Female,45000.0,3,Junior Associate,Full time,Salary,Catering,Americas
100134865,Male,52500.0,12,Junior Associate,Full time,Salary,Government Consulting,Americas
100070960,Male,127500.0,3,Team Lead,Full time,Salary,Technology Services,Americas
100090477,Male,150000.0,18,Manger II,Full time,Salary,Pricing Analytics,Americas
100525424,Male,47895.0,7,Junior Associate,Full time,Salary,Catering,Americas
100064434,Female,25911.52,35,Entry Level,Full time,Hourly,Research,Americas
100475275,Male,202500.0,16,Director,Full time,Salary,Client Strategy,Americas
100227699,Male,101250.0,5,Manager,Full time,Salary,Client Techology,Americas
100013770,Female,187500.0,12,Manger II,Full time,Salary,Technology Services,Americas
100681587,Male,50700.0,7,Junior Associate,Full time,Hourly,Catering,Americas
100444924,Male,28197.2,8,Senior Associate,Full time,Salary,R&D,Americas
